road,point
Camden Valley Way Southbound,"-33.99531,150.84873"
Camden Valley Way Southbound,"-33.99586,150.84825"
Camden Valley Way Southbound,"-33.9959,150.84821"
Camden Valley Way Southbound,"-33.99673,150.84743"
Camden Valley Way Southbound,"-33.9975,150.84666"
Camden Valley Way Southbound,"-33.99829,150.84581"
Camden Valley Way Southbound,"-33.99868,150.84536"
Camden Valley Way Southbound,"-33.99922,150.84472"
Camden Valley Way Southbound,"-33.99938,150.84452"
Camden Valley Way Southbound,"-33.99988,150.84388"
Camden Valley Way Southbound,"-34.00029,150.84333"
Camden Valley Way Southbound,"-34.00056,150.84294"
Camden Valley Way Southbound,"-34.00084,150.84254"
Camden Valley Way Southbound,"-34.001,150.84229"
Camden Valley Way Southbound,"-34.00148,150.84156"
Camden Valley Way Southbound,"-34.00244,150.83999"
Camden Valley Way Southbound,"-34.00281,150.83936"
Camden Valley Way Southbound,"-34.00305,150.83902"
Camden Valley Way Southbound,"-34.00323,150.83873"
Camden Valley Way Southbound,"-34.00356,150.83815"
Camden Valley Way Southbound,"-34.00493,150.8359"
Camden Valley Way Southbound,"-34.00552,150.835"
Camden Valley Way Southbound,"-34.00622,150.83405"
Camden Valley Way Southbound,"-34.00764,150.83232"
Camden Valley Way Southbound,"-34.00849,150.8314"
Camden Valley Way Southbound,"-34.00923,150.83066"
Camden Valley Way Southbound,"-34.00959,150.83033"
Camden Valley Way Southbound,"-34.00999,150.82998"
Camden Valley Way Southbound,"-34.01027,150.82975"
Camden Valley Way Southbound,"-34.01083,150.82928"
Camden Valley Way Southbound,"-34.01219,150.82824"
Camden Valley Way Southbound,"-34.01256,150.82799"
Camden Valley Way Southbound,"-34.01272,150.82789"
Camden Valley Way Southbound,"-34.01289,150.82778"
Camden Valley Way Southbound,"-34.01353,150.82739"
Camden Valley Way Southbound,"-34.01367,150.82732"
Camden Valley Way Southbound,"-34.01495,150.82664"
Camden Valley Way Southbound,"-34.01551,150.82636"
Camden Valley Way Southbound,"-34.01626,150.82603"
Camden Valley Way Southbound,"-34.01755,150.82552"
Camden Valley Way Southbound,"-34.0181,150.82534"
Camden Valley Way Southbound,"-34.01885,150.82511"
Camden Valley Way Southbound,"-34.01949,150.82494"
Camden Valley Way Southbound,"-34.0203,150.82475"
Camden Valley Way Southbound,"-34.02162,150.8245"
Camden Valley Way Southbound,"-34.02195,150.82445"
Camden Valley Way Southbound,"-34.02316,150.82433"
Camden Valley Way Southbound,"-34.02358,150.8243"
Camden Valley Way Southbound,"-34.02512,150.82425"
Camden Valley Way Southbound,"-34.02667,150.82421"
Camden Valley Way Southbound,"-34.02772,150.82418"
Camden Valley Way Southbound,"-34.02867,150.82415"
Camden Valley Way Southbound,"-34.02938,150.82413"
Camden Valley Way Southbound,"-34.0297,150.82413"
Camden Valley Way Southbound,"-34.0307,150.8241"
Camden Valley Way Southbound,"-34.0314,150.82409"
Camden Valley Way Southbound,"-34.03308,150.82403"
Camden Valley Way Southbound,"-34.03468,150.82397"
Camden Valley Way Southbound,"-34.03527,150.82394"
Camden Valley Way Southbound,"-34.03564,150.82392"
Camden Valley Way Southbound,"-34.03573,150.82392"
Camden Valley Way Southbound,"-34.03652,150.82383"
Camden Valley Way Southbound,"-34.03778,150.8236"
Camden Valley Way Southbound,"-34.03828,150.8235"
Camden Valley Way Southbound,"-34.0396,150.82312"
Camden Valley Way Southbound,"-34.0403,150.82287"
Camden Valley Way Southbound,"-34.04097,150.82261"
Camden Valley Way Southbound,"-34.04195,150.82215"
Camden Valley Way Southbound,"-34.0424,150.82193"
Camden Valley Way Southbound,"-34.04292,150.82164"
Camden Valley Way Southbound,"-34.04353,150.82128"
Camden Valley Way Southbound,"-34.04388,150.82105"
Camden Valley Way Southbound,"-34.04493,150.82031"
Camden Valley Way Southbound,"-34.04506,150.82022"
Camden Valley Way Southbound,"-34.04615,150.81933"
Camden Valley Way Southbound,"-34.04663,150.81891"
Camden Valley Way Southbound,"-34.04732,150.81824"
Camden Valley Way Southbound,"-34.04746,150.81811"
Camden Valley Way Southbound,"-34.04832,150.81717"
Camden Valley Way Southbound,"-34.04903,150.81633"
Camden Valley Way Southbound,"-34.04984,150.81522"
Camden Valley Way Southbound,"-34.05031,150.81452"
Camden Valley Way Southbound,"-34.05075,150.81381"
Camden Valley Way Southbound,"-34.05115,150.81315"
Camden Valley Way Southbound,"-34.05156,150.81239"
Camden Valley Way Southbound,"-34.05203,150.81143"
Camden Valley Way Southbound,"-34.0524,150.81062"
Camden Valley Way Southbound,"-34.05286,150.80954"
Camden Valley Way Southbound,"-34.053,150.80918"
Camden Valley Way Southbound,"-34.05315,150.80875"
Camden Valley Way Southbound,"-34.05325,150.80845"
Camden Valley Way Southbound,"-34.05336,150.8081"
Camden Valley Way Southbound,"-34.05343,150.80788"
Camden Valley Way Southbound,"-34.05358,150.80742"
Camden Valley Way Southbound,"-34.05396,150.80621"
Camden Valley Way Southbound,"-34.05463,150.80402"
Camden Valley Way Southbound,"-34.05525,150.80204"
Camden Valley Way Southbound,"-34.05545,150.80139"
Camden Valley Way Southbound,"-34.05551,150.80119"
Camden Valley Way Southbound,"-34.0562,150.79896"
Camden Valley Way Southbound,"-34.05639,150.79834"
Camden Valley Way Southbound,"-34.05675,150.79717"
Camden Valley Way Southbound,"-34.05687,150.7968"
Camden Valley Way Southbound,"-34.05705,150.79619"
Camden Valley Way Southbound,"-34.05742,150.79498"
Camden Valley Way Southbound,"-34.05762,150.79431"
Camden Valley Way Southbound,"-34.05775,150.79386"
Camden Valley Way Southbound,"-34.0579,150.79338"
Camden Valley Way Southbound,"-34.0581,150.79282"
Camden Valley Way Southbound,"-34.05825,150.79243"
Camden Valley Way Southbound,"-34.05844,150.79193"
Camden Valley Way Southbound,"-34.05866,150.79141"
Camden Valley Way Southbound,"-34.05882,150.79114"
Camden Valley Way Southbound,"-34.05914,150.79054"
Camden Valley Way Southbound,"-34.05957,150.78974"
Camden Valley Way Southbound,"-34.0598,150.78934"
Camden Valley Way Southbound,"-34.05997,150.78905"
Camden Valley Way Southbound,"-34.0602,150.78864"
Camden Valley Way Southbound,"-34.06066,150.78781"
Camden Valley Way Southbound,"-34.06154,150.78631"
Camden Valley Way Southbound,"-34.06202,150.78556"
Camden Valley Way Southbound,"-34.06211,150.78544"
Camden Valley Way Southbound,"-34.06215,150.78539"
Camden Valley Way Southbound,"-34.06235,150.78514"
Camden Valley Way Southbound,"-34.06255,150.78491"
Camden Valley Way Southbound,"-34.06272,150.78475"
Camden Valley Way Southbound,"-34.0628,150.78468"
Camden Valley Way Southbound,"-34.06298,150.7846"
Camden Valley Way Southbound,"-34.06307,150.78457"
Camden Valley Way Southbound,"-34.06316,150.78456"
Camden Valley Way Southbound,"-34.06325,150.78457"
Camden Valley Way Southbound,"-34.06336,150.78459"
Camden Valley Way Southbound,"-34.06347,150.78463"
Camden Valley Way Southbound,"-34.06356,150.78468"
Camden Valley Way Southbound,"-34.06364,150.78475"
Camden Valley Way Southbound,"-34.06372,150.78483"
Camden Valley Way Southbound,"-34.06379,150.78493"
Camden Valley Way Southbound,"-34.06385,150.78506"
Camden Valley Way Southbound,"-34.06391,150.78529"
Camden Valley Way Southbound,"-34.06392,150.78547"
Camden Valley Way Southbound,"-34.06392,150.78556"
Camden Valley Way Southbound,"-34.06388,150.78575"
Camden Valley Way Southbound,"-34.06381,150.78596"
Camden Valley Way Southbound,"-34.06373,150.7861"
Camden Valley Way Southbound,"-34.06368,150.78617"
Camden Valley Way Southbound,"-34.0634,150.78646"
Camden Valley Way Southbound,"-34.06325,150.78656"
Camden Valley Way Southbound,"-34.06319,150.78658"
Camden Valley Way Southbound,"-34.06315,150.78659"
Camden Valley Way Southbound,"-34.0631,150.78658"
Camden Valley Way Southbound,"-34.06305,150.78656"
Camden Valley Way Southbound,"-34.06287,150.78644"
Camden Valley Way Southbound,"-34.0628,150.78636"
Camden Valley Way Southbound,"-34.06249,150.78596"
Camden Valley Way Southbound,"-34.06221,150.78559"
Camden Valley Way Southbound,"-34.06211,150.78544"
Camden Valley Way Southbound,"-34.06205,150.78534"
Camden Valley Way Southbound,"-34.062,150.78527"
Camden Valley Way Southbound,"-34.06194,150.78518"
Camden Valley Way Southbound,"-34.0618,150.78496"
Camden Valley Way Southbound,"-34.06173,150.78484"
Camden Valley Way Southbound,"-34.06142,150.78429"
Camden Valley Way Southbound,"-34.06095,150.78333"
Camden Valley Way Southbound,"-34.06082,150.78304"
Camden Valley Way Southbound,"-34.06066,150.78272"
Camden Valley Way Southbound,"-34.06041,150.78219"
Camden Valley Way Southbound,"-34.0601,150.78163"
Camden Valley Way Southbound,"-34.05991,150.78135"
Camden Valley Way Southbound,"-34.05967,150.781"
Camden Valley Way Southbound,"-34.05938,150.78064"
Camden Valley Way Southbound,"-34.05905,150.78027"
Camden Valley Way Southbound,"-34.05805,150.77923"
Camden Valley Way Southbound,"-34.05762,150.77878"
Camden Valley Way Southbound,"-34.05751,150.77867"
Camden Valley Way Southbound,"-34.05732,150.77847"
Camden Valley Way Southbound,"-34.05722,150.77837"
Camden Valley Way Southbound,"-34.05709,150.77824"
Camden Valley Way Southbound,"-34.05693,150.77808"
Camden Valley Way Southbound,"-34.0569,150.77804"
Camden Valley Way Southbound,"-34.05627,150.77738"
Camden Valley Way Southbound,"-34.05591,150.77698"
Camden Valley Way Southbound,"-34.05556,150.77656"
Camden Valley Way Southbound,"-34.05542,150.77637"
Camden Valley Way Southbound,"-34.0552,150.77607"
Camden Valley Way Southbound,"-34.0551,150.77592"
Camden Valley Way Southbound,"-34.05505,150.77584"
Camden Valley Way Southbound,"-34.05479,150.77542"
Camden Valley Way Southbound,"-34.05455,150.77498"
Camden Valley Way Southbound,"-34.05447,150.77482"
Camden Valley Way Southbound,"-34.05438,150.77465"
Camden Valley Way Southbound,"-34.05422,150.77431"
Camden Valley Way Southbound,"-34.05397,150.77368"
Camden Valley Way Southbound,"-34.05387,150.77336"
Camden Valley Way Southbound,"-34.05369,150.77276"
Camden Valley Way Southbound,"-34.05365,150.77265"
Camden Valley Way Southbound,"-34.05357,150.77233"
Camden Valley Way Southbound,"-34.0535,150.77202"
Camden Valley Way Southbound,"-34.05345,150.77184"
Camden Valley Way Southbound,"-34.05342,150.77171"
Camden Valley Way Southbound,"-34.05309,150.77035"
Camden Valley Way Southbound,"-34.05294,150.76978"
Camden Valley Way Southbound,"-34.05274,150.76918"
Camden Valley Way Southbound,"-34.05255,150.76866"
Camden Valley Way Southbound,"-34.05213,150.7677"
Camden Valley Way Southbound,"-34.05172,150.7669"
Camden Valley Way Southbound,"-34.05158,150.76665"
Camden Valley Way Southbound,"-34.05123,150.7661"
Camden Valley Way Southbound,"-34.05116,150.766"
Camden Valley Way Southbound,"-34.05055,150.76514"
Camden Valley Way Southbound,"-34.04981,150.76417"
Camden Valley Way Southbound,"-34.04976,150.76409"
Camden Valley Way Southbound,"-34.04953,150.76378"
Camden Valley Way Southbound,"-34.04922,150.76337"
Camden Valley Way Southbound,"-34.04901,150.76308"
Camden Valley Way Southbound,"-34.04848,150.76229"
Camden Valley Way Southbound,"-34.04807,150.76167"
Camden Valley Way Southbound,"-34.048,150.76158"
Camden Valley Way Southbound,"-34.04785,150.76133"
Camden Valley Way Southbound,"-34.04772,150.76115"
Camden Valley Way Southbound,"-34.04745,150.76077"
Camden Valley Way Southbound,"-34.04726,150.7605"
Camden Valley Way Southbound,"-34.04699,150.76016"
Camden Valley Way Southbound,"-34.04642,150.7594"
Camden Valley Way Southbound,"-34.04599,150.75886"
Camden Valley Way Southbound,"-34.04553,150.75822"
Camden Valley Way Southbound,"-34.04464,150.75699"
Camden Valley Way Southbound,"-34.04401,150.75605"
Camden Valley Way Southbound,"-34.04386,150.7558"
Camden Valley Way Southbound,"-34.04368,150.75551"
Camden Valley Way Southbound,"-34.04343,150.75501"
Camden Valley Way Southbound,"-34.0433,150.75469"
Camden Valley Way Southbound,"-34.04319,150.75439"
Camden Valley Way Southbound,"-34.04306,150.75401"
Camden Valley Way Southbound,"-34.04298,150.75373"
Camden Valley Way Southbound,"-34.04286,150.75329"
Camden Valley Way Southbound,"-34.04269,150.75269"
Camden Valley Way Southbound,"-34.04247,150.75189"
Camden Valley Way Southbound,"-34.04227,150.75108"
Camden Valley Way Southbound,"-34.04215,150.75062"
Camden Valley Way Southbound,"-34.04207,150.75036"
Camden Valley Way Southbound,"-34.04172,150.74907"
Camden Valley Way Southbound,"-34.0417,150.74898"
Camden Valley Way Southbound,"-34.04154,150.74838"
Camden Valley Way Southbound,"-34.04131,150.74758"
Camden Valley Way Southbound,"-34.04104,150.74655"
Camden Valley Way Southbound,"-34.04094,150.74617"
Camden Valley Way Southbound,"-34.04083,150.74584"
Camden Valley Way Southbound,"-34.04056,150.74487"
Camden Valley Way Southbound,"-34.04046,150.74453"
Camden Valley Way Southbound,"-34.04038,150.74423"
Camden Valley Way Southbound,"-34.04019,150.74353"
Camden Valley Way Southbound,"-34.04001,150.74268"
Camden Valley Way Southbound,"-34.03991,150.74219"
Camden Valley Way Southbound,"-34.03985,150.74184"
Camden Valley Way Southbound,"-34.03981,150.74161"
Camden Valley Way Southbound,"-34.03967,150.74069"
Camden Valley Way Southbound,"-34.03962,150.74038"
Camden Valley Way Southbound,"-34.03956,150.74017"
Camden Valley Way Southbound,"-34.03954,150.74009"
Camden Valley Way Southbound,"-34.03949,150.73995"
Camden Valley Way Southbound,"-34.03941,150.73978"
Camden Valley Way Southbound,"-34.03955,150.73919"
Camden Valley Way Southbound,"-34.03962,150.73887"
Camden Valley Way Southbound,"-34.03972,150.73849"
Camden Valley Way Southbound,"-34.03991,150.73783"
Camden Valley Way Southbound,"-34.03995,150.7377"
Camden Valley Way Southbound,"-34.03999,150.73755"
Camden Valley Way Southbound,"-34.04023,150.73673"
Camden Valley Way Southbound,"-34.04034,150.73644"
Camden Valley Way Southbound,"-34.04038,150.73629"
Camden Valley Way Southbound,"-34.04044,150.73605"
Camden Valley Way Southbound,"-34.04054,150.7357"
Camden Valley Way Southbound,"-34.04059,150.73556"
Camden Valley Way Southbound,"-34.04074,150.73505"
Camden Valley Way Southbound,"-34.04084,150.73472"
Camden Valley Way Southbound,"-34.0409,150.73452"
Camden Valley Way Southbound,"-34.0411,150.73389"
Camden Valley Way Southbound,"-34.04121,150.73353"
Camden Valley Way Southbound,"-34.0413,150.73326"
Camden Valley Way Southbound,"-34.04141,150.73291"
Camden Valley Way Southbound,"-34.04148,150.73269"
Camden Valley Way Southbound,"-34.04157,150.73242"
Camden Valley Way Southbound,"-34.0416,150.73231"
Camden Valley Way Southbound,"-34.04187,150.73151"
Camden Valley Way Southbound,"-34.04201,150.73104"
Camden Valley Way Southbound,"-34.042,150.73097"
Camden Valley Way Southbound,"-34.04204,150.73086"
Camden Valley Way Southbound,"-34.04224,150.73026"
Camden Valley Way Southbound,"-34.04227,150.73017"
Camden Valley Way Southbound,"-34.04254,150.72933"
Camden Valley Way Southbound,"-34.04275,150.72866"
Camden Valley Way Southbound,"-34.04283,150.7284"
Camden Valley Way Southbound,"-34.04298,150.72798"
Camden Valley Way Southbound,"-34.04307,150.72771"
Camden Valley Way Southbound,"-34.04311,150.72759"
Camden Valley Way Southbound,"-34.04314,150.72745"
Camden Valley Way Southbound,"-34.04315,150.72738"
Camden Valley Way Southbound,"-34.04317,150.72718"
Camden Valley Way Southbound,"-34.04318,150.72716"
Camden Valley Way Southbound,"-34.04322,150.72706"
Camden Valley Way Southbound,"-34.04325,150.72697"
Camden Valley Way Southbound,"-34.04328,150.72694"
Camden Valley Way Southbound,"-34.04331,150.72692"
Camden Valley Way Southbound,"-34.04333,150.72688"
Camden Valley Way Southbound,"-34.04334,150.72682"
Camden Valley Way Southbound,"-34.04334,150.72677"
Camden Valley Way Southbound,"-34.04333,150.72671"
Camden Valley Way Southbound,"-34.04333,150.72668"
Camden Valley Way Southbound,"-34.04335,150.72655"
Camden Valley Way Southbound,"-34.04341,150.72637"
Camden Valley Way Southbound,"-34.04362,150.72587"
Camden Valley Way Southbound,"-34.0437,150.72562"
Camden Valley Way Southbound,"-34.04369,150.72558"
Camden Valley Way Southbound,"-34.04426,150.72383"
Camden Valley Way Southbound,"-34.0444,150.7234"
Camden Valley Way Southbound,"-34.04452,150.723"
Camden Valley Way Southbound,"-34.04466,150.72253"
Camden Valley Way Southbound,"-34.04473,150.72234"
Camden Valley Way Southbound,"-34.04478,150.72219"
Camden Valley Way Southbound,"-34.04507,150.72129"
Camden Valley Way Southbound,"-34.04536,150.72042"
Camden Valley Way Southbound,"-34.0455,150.72013"
Camden Valley Way Southbound,"-34.04572,150.71977"
Camden Valley Way Southbound,"-34.0466,150.71856"
Camden Valley Way Southbound,"-34.04676,150.71834"
Camden Valley Way Southbound,"-34.04716,150.71777"
Camden Valley Way Southbound,"-34.04739,150.71745"
Camden Valley Way Southbound,"-34.04762,150.71712"
Camden Valley Way Southbound,"-34.04867,150.71559"
Camden Valley Way Southbound,"-34.04908,150.71504"
Camden Valley Way Southbound,"-34.04912,150.71499"
